meta:config.TRAIN_DIR='data/train_test_100',config.BATCH_SIZE=2,config.NUM_EPOCHS=3,config.LEARNING_RATE=1e-05,config.LAMBDA_IDENTITY=0.0,0.1,3,config.LOAD_MODEL=False,config.N_POINTS=2048
idx,D_loss,G_M_loss,G_F_loss,cycle_loss,G_loss,epoch
0,0.5065933465957642,0.18923135101795197,0.2626686692237854,0.14228588342666626,0.5941858887672424,0
1,0.5430769324302673,0.17904388904571533,0.2569551169872284,0.14132726192474365,0.5773262977600098,0
2,0.5188432931900024,0.2241281270980835,0.2608392536640167,0.13916100561618805,0.6241284012794495,0
3,0.49917951226234436,0.2283540964126587,0.3063008189201355,0.13797441124916077,0.6726293563842773,0
4,0.5231930017471313,0.19106921553611755,0.2704674303531647,0.13707591593265533,0.5986125469207764,0
5,0.5301578640937805,0.17351055145263672,0.2831357717514038,0.13646024465560913,0.5931065678596497,0
6,0.5327867269515991,0.19342322647571564,0.26410555839538574,0.138380765914917,0.5959095358848572,0
7,0.5164995193481445,0.18518145382404327,0.2733803987503052,0.13938114047050476,0.5979429483413696,0
8,0.5452111959457397,0.18381351232528687,0.2731932997703552,0.14140427112579346,0.5984110832214355,0
9,0.5190232396125793,0.2034148871898651,0.23178592324256897,0.1448182761669159,0.5800191164016724,0
10,0.5409606099128723,0.20251154899597168,0.28252312541007996,0.1462736576795578,0.6313083171844482,0
11,0.5181063413619995,0.19803471863269806,0.29320672154426575,0.14093609154224396,0.6321775317192078,0
12,0.5095862150192261,0.17674893140792847,0.2802738547325134,0.13894489407539368,0.5959676504135132,0
13,0.48392918705940247,0.21180513501167297,0.2976610064506531,0.13817042112350464,0.6476365923881531,0
14,0.5560321807861328,0.1846490055322647,0.26325586438179016,0.14169013500213623,0.5895950198173523,0
15,0.5377971529960632,0.2178037166595459,0.298208624124527,0.14390549063682556,0.6599178314208984,0
16,0.5343252420425415,0.19369205832481384,0.28640976548194885,0.14521077275276184,0.6253125667572021,0
17,0.5098214149475098,0.21570643782615662,0.2890968322753906,0.14586973190307617,0.6506730318069458,0
18,0.5438474416732788,0.18030856549739838,0.27265045046806335,0.14694473147392273,0.5999037027359009,0
19,0.5748374462127686,0.20451554656028748,0.2966688573360443,0.1473505198955536,0.648534893989563,0
20,0.5133763551712036,0.18749204277992249,0.2508506178855896,0.14748117327690125,0.5858238339424133,0
21,0.5319979786872864,0.20826132595539093,0.25374096632003784,0.14693164825439453,0.6089339256286621,0
22,0.5189789533615112,0.18041744828224182,0.23073744773864746,0.14739397168159485,0.5585488677024841,0
23,0.5091186165809631,0.19507893919944763,0.29176265001296997,0.1449427455663681,0.6317843198776245,0
24,0.49274498224258423,0.20619457960128784,0.2565678358078003,0.14324694871902466,0.6060093641281128,0
25,0.49040132761001587,0.23469233512878418,0.2472892701625824,0.140811949968338,0.6227935552597046,0
26,0.5240249633789062,0.18240384757518768,0.29025018215179443,0.14000196754932404,0.6126559972763062,0
27,0.5170214176177979,0.20804840326309204,0.2530171871185303,0.14299364387989044,0.6040592193603516,0
28,0.5203191637992859,0.1978282332420349,0.2844996154308319,0.14371514320373535,0.6260429620742798,0
29,0.5494216680526733,0.22433745861053467,0.2974051237106323,0.14435596764087677,0.6660985350608826,0
30,0.5153873562812805,0.21040618419647217,0.2608056664466858,0.14319580793380737,0.6144076585769653,0
31,0.5296574831008911,0.1906183511018753,0.25811266899108887,0.1411842703819275,0.5899152755737305,0
32,0.4908466935157776,0.20639070868492126,0.2624956965446472,0.14011113345623016,0.6089975237846375,0
33,0.5265924334526062,0.21300648152828217,0.2735890746116638,0.13980866968631744,0.6264042258262634,0
34,0.5111680030822754,0.2058161199092865,0.2644338011741638,0.14101850986480713,0.6112684011459351,0
