meta:config.TRAIN_DIR='data/train_test_10',config.BATCH_SIZE=2,config.NUM_EPOCHS=600,config.LEARNING_RATE=0.001,config.LAMBDA_IDENTITY=0.0,10,600,config.LOAD_MODEL=False,config.N_POINTS=2048
idx,D_loss,G_M_loss,G_F_loss,cycle_loss,G_loss,epoch
0,0.5091155767440796,0.21481171250343323,0.2548179030418396,0.10113407671451569,0.5707637071609497,0
1,0.5263574123382568,0.256941020488739,0.24834105372428894,0.1655469536781311,0.6708289980888367,0
2,0.5149195194244385,0.23749545216560364,0.23646444082260132,0.14207884669303894,0.6160387396812439,0
3,0.5244004726409912,0.2502995729446411,0.22800834476947784,0.24466684460639954,0.7229747772216797,0
4,0.515089213848114,0.28462567925453186,0.28384384512901306,0.2154807448387146,0.7839502692222595,0
5,0.4911435842514038,0.2289324402809143,0.2668258845806122,0.24808409810066223,0.7438424229621887,0
6,0.5312004089355469,0.23282498121261597,0.24273136258125305,0.4104280471801758,0.8859844207763672,0
7,0.5109115242958069,0.255530446767807,0.24310064315795898,0.6010740995407104,1.0997052192687988,0
8,0.5281596183776855,0.2478073686361313,0.2620422840118408,0.665688157081604,1.1755378246307373,0
9,0.5440245270729065,0.2614712417125702,0.24397195875644684,0.6361877918243408,1.141631007194519,0
0,0.5397430658340454,0.25322747230529785,0.2915765643119812,0.3229251503944397,0.8677291870117188,1
1,0.5118134021759033,0.27114006876945496,0.27808985114097595,0.26967912912368774,0.8189090490341187,1
2,0.5143638849258423,0.24331212043762207,0.26693955063819885,0.28191155195236206,0.7921631932258606,1
3,0.5240051746368408,0.25182193517684937,0.25803932547569275,0.3862335681915283,0.896094799041748,1
4,0.4818607568740845,0.22737842798233032,0.2863430082798004,0.6930791139602661,1.2068005800247192,1
5,0.4909508526325226,0.2513490617275238,0.2545686662197113,0.869642436504364,1.3755601644515991,1
6,0.4991729259490967,0.2551444172859192,0.26385053992271423,0.949135422706604,1.468130350112915,1
7,0.4646744728088379,0.28824490308761597,0.24375507235527039,0.9930884838104248,1.5250884294509888,1
8,0.5034533739089966,0.28289994597435,0.23884204030036926,0.34704840183258057,0.8687903881072998,1
9,0.5258625745773315,0.2357010841369629,0.24337291717529297,0.23630234599113464,0.7153763771057129,1
0,0.4827238917350769,0.23386172950267792,0.2564922869205475,0.2378970980644226,0.7282510995864868,2
1,0.47753530740737915,0.261260449886322,0.2248641848564148,0.24180275201797485,0.7279273867607117,2
2,0.5066666603088379,0.27078521251678467,0.25576162338256836,0.21564355492591858,0.7421903610229492,2
3,0.5125460624694824,0.2605864405632019,0.2505790889263153,0.23300018906593323,0.7441656589508057,2
4,0.46518567204475403,0.2839619517326355,0.26994577050209045,0.19473138451576233,0.7486391067504883,2
5,0.47888875007629395,0.24239489436149597,0.26078203320503235,0.12276580929756165,0.6259427070617676,2
6,0.5065073370933533,0.24652725458145142,0.24420300126075745,0.19462372362613678,0.6853539943695068,2
7,0.49510669708251953,0.2596777379512787,0.23709703981876373,0.12413382530212402,0.6209086179733276,2
8,0.525939404964447,0.2293463945388794,0.24462901055812836,0.11772491037845612,0.5917003154754639,2
9,0.5060107707977295,0.24211597442626953,0.2815016210079193,0.1322285532951355,0.6558461785316467,2
0,0.5496118664741516,0.2613222301006317,0.20627443492412567,0.1403622329235077,0.6079589128494263,3
1,0.4823245704174042,0.2624351382255554,0.2324306070804596,0.1439817249774933,0.6388474702835083,3
2,0.5275327563285828,0.28104570508003235,0.2569262683391571,0.13951513171195984,0.6774871349334717,3
3,0.501807689666748,0.2489803433418274,0.26537615060806274,0.13246503472328186,0.6468214988708496,3
4,0.5166834592819214,0.23513808846473694,0.23147377371788025,0.12131333351135254,0.5879251956939697,3
5,0.5204238891601562,0.24434685707092285,0.26869091391563416,0.13120490312576294,0.6442427039146423,3
6,0.5124837160110474,0.2502288818359375,0.2935214042663574,0.13183224201202393,0.6755825281143188,3
7,0.4988574981689453,0.26828843355178833,0.2445886731147766,0.14265719056129456,0.6555342674255371,3
8,0.4946131408214569,0.2648424506187439,0.2606925964355469,0.13205686211585999,0.6575919389724731,3
9,0.5174364447593689,0.23486202955245972,0.2758762836456299,0.12608015537261963,0.6368184685707092,3
0,0.5211520195007324,0.2307952344417572,0.24296657741069794,0.20812758803367615,0.6818894147872925,4
1,0.49442753195762634,0.2183518409729004,0.2708607316017151,0.6901770830154419,1.1793897151947021,4
